fileName,indexFile,indexDR,classNum,scoreA,scoreM,scoreDes,DSC,CAL,HM,LDA,WII,SIL,GAM,ABW,CS,HDM 10,ABTN,HDM 5,CDM 4,CDM 3,DC 10%,CDM 5,CDM 2,CDM 6,CDM 7,DC 5%,CDM 8,CDM 10,CDM 9,HDM 20,HDM 40,DC 20%,HDM 80,DC 2%,DUNN,DC 1%,DC 0.5%,CDM 1,DC 0.2%,DC 0.1%,AWTN
Entangled1-3d-3cl-separate_TSNE.csv,1,4,2,5,5,1,88.963211,457.993070,97.747900,6.335952,0.059897,0.429767,0.572215,1.763353,0.996656,98.839164,579.947895,98.428829,87.486137,89.481122,98.619585,85.229711,92.747678,82.801819,80.799224,99.058954,79.528672,77.682145,78.713402,99.162009,99.655106,84.655179,100.000000,99.648043,0.012469,99.938213,100.000000,95.624630,100.000000,100.000000,328.889295
Entangled1-3d-3cl-separate_TSNE.csv,1,4,3,5,5,1,99.832776,1038.602336,97.945477,4.117159,-0.239159,0.580973,0.864119,2.356838,0.996656,98.839164,647.050930,98.428829,79.296656,84.859393,98.726051,76.487422,90.479138,73.214400,71.846729,99.058954,70.669377,68.255465,69.396248,99.162009,99.655106,90.382575,100.000000,99.648043,0.013835,99.938213,100.000000,90.580040,100.000000,100.000000,274.541981
Entangled1-3d-4cl-separate_PCA_data.csv,2,1,1,5,4,1,86.967419,106.556076,87.855187,0.154508,0.307650,0.258429,0.363274,1.355172,0.815117,83.897414,388.083170,73.229557,74.090911,79.301612,76.697232,62.447416,92.116914,61.590247,59.072215,87.865797,57.308949,54.888367,56.123280,92.329545,96.267735,59.424108,99.495374,97.862448,0.003454,99.805526,99.982809,91.246573,99.999407,100.000000,286.371944
Entangled1-3d-4cl-separate_PCA_data.csv,2,1,2,5,4,1,83.458647,89.375731,85.495132,0.578329,0.346604,0.205022,0.273623,1.274826,0.913663,84.150839,375.296181,60.681571,55.620393,61.010591,72.235636,51.965037,81.901327,48.724158,48.487712,84.716186,47.300353,45.135723,46.448358,92.287410,96.964587,54.396874,98.295655,97.289290,0.003609,99.666829,99.943715,89.252390,99.998814,100.000000,294.390217
Entangled1-3d-4cl-separate_PCA_data.csv,2,1,3,5,5,1,52.882206,2.009627,91.776585,0.009495,0.517731,-0.005552,-0.163041,0.840020,0.824060,94.611800,290.083181,73.710524,84.211429,88.045963,82.138319,71.811466,91.560620,79.454842,74.175165,94.733396,70.575994,72.294220,73.498618,97.594057,98.482293,54.758996,98.800281,99.158808,0.003641,99.827281,99.965568,93.701120,99.999407,100.000000,345.329091
Entangled1-3d-4cl-separate_PCA_data.csv,2,1,4,5,4,1,86.967419,105.786760,87.468769,0.386976,0.307208,0.257774,0.363086,1.373447,0.918851,79.490470,390.948837,77.717629,62.712626,68.127287,74.203080,60.450763,76.832396,58.985092,59.221414,84.878151,58.853071,57.002108,58.224879,90.727785,97.785442,57.715053,100.000000,97.429965,0.008479,99.846897,99.995338,90.488596,100.000000,100.000000,284.647948
Entangled1-3d-4cl-separate_RobPCA_data.csv,2,2,1,5,4,1,85.750000,94.141455,89.414036,0.024328,0.342314,0.214838,0.263844,1.233418,0.841582,87.873138,349.266062,81.990316,72.438084,77.424199,77.910712,70.851067,91.092007,66.227050,60.265209,90.140685,58.828539,53.457478,56.747768,93.359061,96.700901,57.207838,98.805305,98.079350,0.004383,99.684047,99.966295,91.364238,100.000000,100.000000,283.169324
Entangled1-3d-4cl-separate_RobPCA_data.csv,2,2,2,4,4,1,78.750000,88.217913,83.357068,0.305102,0.344487,0.199338,0.278970,1.300363,0.884581,76.791585,359.914671,69.004351,65.803045,71.479789,65.134375,61.402437,87.802707,58.577615,55.029705,78.360581,53.879182,49.762291,51.842350,86.312671,95.283767,50.116904,98.302792,94.812862,0.003515,99.235749,99.934591,90.520076,99.999408,100.000000,276.780159
Entangled1-3d-4cl-separate_RobPCA_data.csv,2,2,3,5,4,1,69.500000,15.774344,88.639810,0.082617,0.499756,0.016901,-0.122950,0.872792,0.806809,85.948299,282.245116,79.782250,73.852332,77.574171,71.562744,67.875652,87.338078,66.198299,71.432538,86.214710,69.764277,69.169882,69.258902,91.632423,96.511072,48.043553,98.113122,97.018132,0.003189,99.485115,99.942212,90.462238,99.999408,100.000000,323.381891
Entangled1-3d-4cl-separate_RobPCA_data.csv,2,2,4,4,4,1,85.250000,102.816256,87.590362,0.736823,0.283124,0.289084,0.429153,1.448810,0.918494,85.143978,381.894857,79.884801,65.608231,69.756793,77.325749,60.709583,82.186763,58.913832,57.444988,86.450792,55.724644,53.819355,54.814962,91.442275,96.479464,58.538723,98.994975,96.689767,0.005859,99.498043,99.958674,93.022493,100.000000,100.000000,263.592047
Entangled1-3d-4cl-separate_GlimmerMDS.csv,2,3,1,5,5,1,90.500000,139.037992,92.680930,0.646758,0.272089,0.290028,0.401266,1.417104,0.984583,94.451361,370.676715,84.158386,55.366964,66.212036,86.167808,49.710913,80.576728,48.789723,45.542665,96.806321,43.967030,42.447567,43.458098,99.495374,100.000000,65.058321,100.000000,99.894580,0.021370,99.999158,100.000000,91.549594,100.000000,100.000000,261.573381
Entangled1-3d-4cl-separate_GlimmerMDS.csv,2,3,2,5,5,1,89.000000,114.451531,91.491715,0.864432,0.304127,0.258782,0.351112,1.358329,0.889154,91.303920,362.206211,79.867450,68.031321,79.681727,84.234061,65.295355,90.766262,61.722221,57.923551,95.480533,55.973349,52.909264,54.915625,98.486123,99.306074,61.988105,100.000000,99.469539,0.010275,99.967434,99.997966,93.780107,100.000000,100.000000,266.655684
Entangled1-3d-4cl-separate_GlimmerMDS.csv,2,3,3,5,5,1,53.500000,0.554147,93.476975,0.002142,0.520235,-0.007201,-0.174161,0.831729,0.998333,92.519669,268.532034,81.252529,58.160344,67.135972,83.598744,54.668208,80.699868,51.858268,50.076987,97.292137,48.413774,46.567663,47.651484,99.495374,100.000000,53.298117,100.000000,99.989616,0.037111,100.000000,100.000000,89.923199,100.000000,100.000000,322.860190
Entangled1-3d-4cl-separate_GlimmerMDS.csv,2,3,4,5,5,1,90.750000,124.440823,91.788037,0.107934,0.289188,0.277628,0.375554,1.379486,0.886965,92.798771,365.292885,86.240096,67.310023,79.075035,85.510765,64.406111,91.585767,61.795690,59.748710,95.635927,57.870540,54.998492,56.178836,98.486123,99.306074,63.796768,100.000000,99.564575,0.009634,99.968276,99.997966,93.915356,100.000000,100.000000,264.803679
Entangled1-3d-4cl-separate_TSNE.csv,2,4,1,5,5,1,94.486216,191.951192,98.865718,1.237905,0.139590,0.395265,0.440712,1.526891,1.000000,100.000000,572.015536,100.000000,91.149063,94.742814,100.000000,88.071740,98.153309,85.868589,83.358281,100.000000,81.557568,76.754732,79.347031,100.000000,100.000000,99.398902,100.000000,100.000000,0.315420,100.000000,100.000000,98.589600,100.000000,100.000000,374.627622
Entangled1-3d-4cl-separate_TSNE.csv,2,4,2,5,5,1,96.741855,254.092037,99.005716,3.832687,0.049945,0.457309,0.590202,1.707604,1.000000,100.000000,604.740630,100.000000,78.193319,84.480627,100.000000,75.717061,92.012912,74.242387,72.463422,100.000000,70.907413,69.206836,69.981715,100.000000,100.000000,99.850190,100.000000,100.000000,0.366365,100.000000,100.000000,93.655102,100.000000,100.000000,354.145778
Entangled1-3d-4cl-separate_TSNE.csv,2,4,3,5,5,1,83.208020,93.416616,98.494781,0.468859,0.312852,0.239496,0.118988,1.193635,1.000000,100.000000,498.797843,100.000000,85.894380,92.998082,99.923232,81.847128,97.558327,79.753004,77.101117,100.000000,74.282063,71.326643,72.374076,100.000000,100.000000,91.856646,100.000000,100.000000,0.174663,100.000000,100.000000,98.102628,100.000000,100.000000,417.881341
Entangled1-3d-4cl-separate_TSNE.csv,2,4,4,5,5,1,85.964912,192.170447,98.597535,0.562339,0.174280,0.343923,0.439357,1.470321,1.000000,100.000000,560.150289,100.000000,78.418219,83.895681,99.923232,75.147001,90.578627,73.263747,71.725773,100.000000,70.636042,68.334232,69.468261,100.000000,100.000000,92.307934,100.000000,100.000000,0.190258,100.000000,100.000000,93.231326,100.000000,100.000000,380.971488
Entangled1-3d-5cl-separate_PCA_data.csv,3,1,1,4,4,1,66.600000,18.025074,82.686427,0.057844,0.456122,0.069464,0.068549,1.067950,0.811924,78.114207,378.391323,60.529445,54.658519,56.684848,66.838916,52.726784,76.375330,51.853764,50.450024,78.127178,50.173901,47.537884,48.613348,88.872838,94.988961,51.736779,98.640868,93.347655,0.004072,99.248654,99.962316,87.015184,99.999704,100.000000,354.315598
Entangled1-3d-5cl-separate_PCA_data.csv,3,1,2,4,4,1,66.400000,15.108893,81.606580,0.061255,0.465621,0.053236,0.050125,1.041978,0.858214,73.428784,372.216806,59.214666,53.362045,58.409488,65.540307,51.550773,72.148796,49.857568,48.303760,75.319499,47.203084,45.339536,46.187516,84.844055,93.799418,51.571245,97.585513,91.872719,0.002036,99.089485,99.921917,86.183495,99.997628,99.999702,357.221253
Entangled1-3d-5cl-separate_PCA_data.csv,3,1,3,5,5,1,81.600000,160.917899,92.962123,0.280587,0.279180,0.256153,0.311145,1.287025,0.915400,95.366771,426.733962,87.113767,57.247483,65.708004,87.896051,54.237281,80.494465,53.847399,52.044427,94.555597,51.040882,48.492692,49.945646,97.198863,98.942518,71.938807,99.597586,98.214173,0.008208,99.810722,99.995630,87.109301,100.000000,100.000000,331.566121
Entangled1-3d-5cl-separate_PCA_data.csv,3,1,4,4,4,1,88.800000,85.762231,85.813981,0.513310,0.381022,0.165854,0.182829,1.171616,0.904413,82.159971,402.067926,73.370943,56.120131,63.373943,74.800830,51.952973,84.469336,48.786651,46.917631,83.057589,44.615526,38.443777,41.153233,88.732793,95.087797,60.455053,97.836039,94.564217,0.002879,99.160893,99.920943,86.903627,99.998814,100.000000,343.173668
Entangled1-3d-5cl-separate_PCA_data.csv,3,1,5,5,5,1,79.800000,153.710664,93.164003,0.325693,0.292658,0.240933,0.292994,1.266560,0.903531,92.463291,422.482320,80.695677,57.709056,65.796178,86.032635,54.901600,78.821999,53.412263,51.826572,93.257061,50.766645,47.697165,49.333767,96.466189,98.790323,70.945368,99.597586,98.285657,0.002036,99.830340,99.982227,87.026534,99.998518,99.999702,333.566894
Entangled1-3d-5cl-separate_RobPCA_data.csv,3,2,1,5,4,1,78.830645,50.545686,82.619922,0.197119,0.426006,0.109254,0.104862,1.098734,0.847863,76.123290,376.184180,72.371616,54.055752,61.083330,72.147128,50.939732,73.924957,48.183736,47.391859,79.308240,45.334066,42.919101,43.431948,82.518985,90.574754,57.812780,98.783784,91.569098,0.003831,98.617607,99.897236,82.847651,100.000000,100.000000,342.379816
Entangled1-3d-5cl-separate_RobPCA_data.csv,3,2,2,5,4,1,52.016129,0.763725,81.155570,0.001705,0.477388,0.033961,0.031880,1.028741,0.865212,73.188830,360.025328,59.132137,55.209972,60.808852,66.548094,53.302945,70.592713,51.903926,50.313449,76.454472,48.699168,46.381508,47.348713,81.338049,90.955452,50.279133,98.783784,91.809831,0.005118,98.884319,99.953913,85.656216,100.000000,100.000000,349.967074
Entangled1-3d-5cl-separate_RobPCA_data.csv,3,2,3,4,4,1,81.854839,167.427863,90.089730,0.293237,0.273435,0.257241,0.318307,1.298335,0.910571,88.212913,418.365963,84.164827,55.596841,63.575751,83.760548,53.547303,79.681814,52.112509,50.106924,89.195753,49.159059,47.726457,48.570957,91.456724,95.250357,70.199430,98.783784,95.701811,0.003691,99.231571,99.928447,86.464393,100.000000,100.000000,322.232606
Entangled1-3d-5cl-separate_RobPCA_data.csv,3,2,4,5,4,1,85.483871,61.069219,83.811986,0.343723,0.407866,0.134534,0.146321,1.136882,0.892232,78.110839,384.822371,68.684262,50.238926,61.170054,71.782907,47.550323,78.235742,46.441907,41.952254,79.371450,40.072967,37.134394,39.357375,83.945223,94.601534,57.771605,98.918919,92.498348,0.005418,99.012827,99.961205,85.675129,100.000000,100.000000,338.489329
Entangled1-3d-5cl-separate_RobPCA_data.csv,3,2,5,4,4,1,80.241935,162.115430,89.546399,0.358729,0.283435,0.248190,0.301426,1.282267,0.897910,86.474476,415.147465,79.796409,54.645284,63.144504,82.027303,53.101431,77.340962,52.635705,50.511432,88.553264,49.250971,47.509895,48.515652,90.559228,96.732250,69.147839,99.324324,95.293102,0.005219,99.284236,99.974915,85.867065,100.000000,100.000000,323.760667
Entangled1-3d-5cl-separate_GlimmerMDS.csv,3,3,1,4,4,1,57.600000,9.530129,82.757918,0.001191,0.453214,0.076054,0.090134,1.088356,0.894843,76.210858,318.584971,59.737373,47.039214,50.625718,66.028483,45.509682,73.436794,43.952224,40.287582,79.555066,38.396199,37.512052,37.925692,86.698756,96.375839,49.664562,97.989276,95.432452,0.007053,99.613429,99.977335,88.169364,100.000000,100.000000,292.721206
Entangled1-3d-5cl-separate_GlimmerMDS.csv,3,3,2,4,4,1,58.600000,7.103822,82.342677,0.003100,0.455912,0.072633,0.089205,1.080018,0.822247,76.701320,316.966721,61.277844,53.917085,58.471017,67.232757,49.888655,74.674211,47.868888,47.301436,79.326648,46.217355,44.166185,45.347349,84.609134,95.669173,50.656568,100.000000,94.869190,0.003717,99.535567,99.948858,86.018972,99.998817,100.000000,293.482736
Entangled1-3d-5cl-separate_GlimmerMDS.csv,3,3,3,5,5,1,80.400000,121.108954,94.013044,0.512177,0.329076,0.218574,0.229710,1.191459,0.987200,95.807886,337.922901,85.280231,64.911581,69.852917,89.402363,62.458523,81.258230,59.209828,57.156767,96.759179,55.258166,52.251861,53.372803,97.930512,99.042640,71.151751,99.597855,99.259784,0.007053,99.913392,99.992735,89.020937,100.000000,100.000000,283.621004
Entangled1-3d-5cl-separate_GlimmerMDS.csv,3,3,4,4,4,1,88.400000,84.221327,82.974151,0.074287,0.373477,0.181752,0.215719,1.205807,0.838773,79.152819,340.519060,68.889738,49.083034,51.950288,70.836440,47.394845,75.353106,45.334604,42.477234,80.711869,41.167001,40.076957,41.021922,86.374232,93.807741,56.242334,98.391421,95.202752,0.003717,99.498694,99.945080,86.061672,99.998817,100.000000,282.399282
Entangled1-3d-5cl-separate_GlimmerMDS.csv,3,3,5,5,5,1,79.600000,110.173633,93.880761,0.490473,0.345468,0.202951,0.204215,1.164299,0.988867,96.692603,332.946323,87.062577,64.629570,67.801098,88.363229,58.729807,82.149156,55.780759,54.428046,96.144716,52.474309,50.499556,51.249652,98.333737,100.000000,69.860397,100.000000,99.375218,0.008311,99.907040,99.990701,87.320953,100.000000,100.000000,285.962923
Entangled1-3d-5cl-separate_TSNE.csv,3,4,1,5,4,1,85.000000,112.313896,98.837039,1.383383,0.305544,0.254693,0.265923,1.243492,0.942730,100.000000,535.042035,100.000000,77.869413,81.412196,99.647967,74.732412,89.196049,71.589270,69.720615,100.000000,66.983587,64.757428,66.020156,100.000000,100.000000,87.466369,100.000000,100.000000,0.161881,100.000000,100.000000,90.767442,100.000000,100.000000,430.273903
Entangled1-3d-5cl-separate_TSNE.csv,3,4,2,5,5,1,75.800000,51.481049,98.636900,0.043823,0.423441,0.121930,0.015843,1.043746,1.000000,100.000000,477.405998,100.000000,79.994337,84.784002,99.697983,76.479588,91.475306,73.126391,71.070127,100.000000,68.195478,65.217082,67.169889,100.000000,100.000000,78.543139,100.000000,100.000000,0.165760,100.000000,100.000000,93.542203,100.000000,100.000000,457.396744
Entangled1-3d-5cl-separate_TSNE.csv,3,4,3,5,5,1,84.000000,112.930714,98.921017,1.198476,0.298986,0.261640,0.248669,1.231479,0.945683,100.000000,531.769560,100.000000,81.897989,85.885847,100.000000,79.313078,92.925892,75.287179,73.733680,100.000000,71.592717,68.579990,69.942127,100.000000,100.000000,91.704537,100.000000,100.000000,0.211678,100.000000,100.000000,94.308601,100.000000,100.000000,431.813891
Entangled1-3d-5cl-separate_TSNE.csv,3,4,4,5,5,1,90.400000,304.142292,98.877024,0.352586,0.101518,0.379705,0.539455,1.611590,1.000000,100.000000,625.114539,100.000000,76.794731,81.702180,99.697983,73.117778,91.505249,69.384595,67.892709,100.000000,65.227598,61.908078,63.429007,100.000000,100.000000,86.150253,100.000000,100.000000,0.201045,100.000000,100.000000,92.337420,100.000000,100.000000,387.886842
Entangled1-3d-5cl-separate_TSNE.csv,3,4,5,5,5,1,84.400000,222.465784,98.868668,0.101916,0.189730,0.316720,0.368240,1.427390,0.936694,100.000000,582.374735,100.000000,79.669884,84.366094,99.647967,75.670623,92.065688,71.887704,69.977102,100.000000,68.082736,64.413414,66.209021,100.000000,100.000000,87.203640,100.000000,100.000000,0.196993,100.000000,100.000000,93.728043,100.000000,100.000000,407.999691
bbdm13_PCA_data.csv,5,1,1,4,4,1,73.366834,95.624494,83.648289,0.192535,0.250393,0.235717,0.331304,1.418986,0.837369,78.372293,411.286176,64.618811,65.748174,69.243327,71.946402,61.890679,86.229387,57.960130,54.107490,85.430014,51.845643,43.558427,46.677761,89.739297,95.790494,56.367691,100.000000,98.074138,0.010295,99.876600,99.997956,89.673549,100.000000,100.000000,289.845132
bbdm13_PCA_data.csv,5,1,3,1,1,0,62.311558,4.113909,89.037001,0.000316,0.455325,-0.016977,0.069841,1.068303,0.954499,92.706900,359.742013,87.409777,62.192610,68.802079,90.584871,58.903600,81.165474,56.168250,52.947279,95.531138,50.498931,48.090090,48.823430,96.917808,97.962649,87.031007,98.983051,99.187136,0.008272,99.901762,99.996788,88.343521,100.000000,100.000000,336.741571
bbdm13_GlimmerMDS.csv,5,3,1,1,1,0,52.261307,0.091242,51.317593,0.000090,0.504269,-0.019940,-0.037529,0.963798,0.591802,34.306195,269.112752,19.983087,26.978460,40.037900,27.121622,28.154366,36.210714,17.573016,16.647667,51.668814,25.692296,23.998065,22.606575,65.731079,90.479753,19.121758,94.923858,93.194240,0.003094,99.383160,99.950055,75.133576,99.999111,100.000000,279.221065
bbdm13_GlimmerMDS.csv,5,3,2,1,1,0,56.783920,0.567108,69.894042,0.000051,0.517255,-0.049035,-0.070911,0.939232,0.814836,71.249426,261.327131,59.135272,33.004725,38.428670,62.622522,29.802960,56.608770,27.210269,23.802686,77.592438,23.766042,22.442314,21.930218,84.771574,95.939086,56.487852,98.984772,97.046873,0.003094,99.778891,99.976342,87.929920,99.999111,100.000000,278.234810
bbdm13_GlimmerMDS.csv,5,3,3,1,1,0,59.296482,0.321610,83.731947,0.001077,0.556973,-0.136685,-0.148575,0.859997,0.939776,89.066424,238.605770,85.365682,42.208002,58.138266,85.909207,41.849557,80.374260,44.851262,38.779338,91.985280,35.981605,31.040443,31.854700,96.954315,98.984772,82.866338,100.000000,98.975486,0.013837,99.959418,100.000000,90.852310,100.000000,100.000000,277.449558
bbdm13_GlimmerMDS.csv,5,3,4,1,1,0,49.246231,0.075087,72.516032,0.000442,0.467666,0.058340,0.077132,1.064088,0.857992,74.585808,289.910283,66.964920,38.575649,44.563467,68.175161,34.176893,58.198185,29.280564,31.186719,82.573337,27.130363,29.664710,27.876234,89.081332,94.540666,61.048736,96.954315,98.049009,0.006654,99.743042,99.977802,90.691128,100.000000,100.000000,272.449432
bbdm13_GlimmerMDS.csv,5,3,5,1,1,0,51.758794,0.570730,75.212482,0.003617,0.531777,-0.085654,-0.097500,0.911106,0.880001,77.138122,253.267759,69.128588,37.684791,53.774229,73.813870,47.234031,87.049239,39.923173,38.246105,84.168838,38.628564,31.298035,31.614888,87.434067,95.555895,69.551441,98.984772,97.845882,0.007735,99.816259,99.994743,86.380248,100.000000,100.000000,277.978299
boston_PCA_data.csv,6,1,1,4,3,1,92.307692,224.695314,90.514509,0.160361,-0.308364,0.579747,0.766375,2.700756,0.914652,80.557661,317.424311,66.492580,79.088385,89.617003,75.079824,73.845527,83.982488,72.133799,70.414287,86.138853,73.712158,69.634916,71.834289,83.627130,88.732953,55.672057,93.292478,96.163874,0.002148,99.110521,99.855173,83.062439,99.987312,99.998220,117.531643
boston_PCA_data.csv,6,1,2,2,2,0,81.818182,105.942117,77.770086,0.060813,0.093857,0.369555,0.437359,1.791952,0.780500,52.876497,274.236812,46.237962,14.357736,13.328616,52.676964,17.091820,13.348097,18.092542,18.277038,68.685818,19.249370,19.551393,19.513342,58.822359,63.561279,37.263691,84.898967,89.938391,0.002148,97.282928,99.527577,39.832298,99.947952,99.988685,153.038061
boston_PCA_data.csv,6,1,3,1,1,0,56.643357,3.502435,79.138875,0.002248,0.535237,-0.104994,-0.097373,0.819686,0.794486,56.392623,183.664188,53.942672,58.910707,60.946105,56.318533,57.018522,72.453975,55.287635,52.940915,71.360395,49.498545,46.306394,47.683695,60.019644,64.971937,45.276909,85.777181,90.561898,0.001779,97.363642,99.530999,73.991246,99.945553,99.989872,224.066559
boston_RobPCA_data.csv,6,2,2,2,3,0,82.352941,102.273153,76.393009,0.255698,0.177912,0.336763,0.455271,1.637099,0.829137,68.821424,295.218821,56.514549,39.649139,41.810588,61.714815,38.775578,40.831083,37.378811,37.526331,79.294646,37.564325,38.158626,37.830392,83.609036,91.098977,43.787876,98.682284,97.038769,0.004413,99.711371,99.985987,75.509238,100.000000,100.000000,180.330508
boston_RobPCA_data.csv,6,2,3,1,1,0,51.633987,3.168686,75.045149,0.027807,0.538235,-0.101359,-0.135488,0.832590,0.794507,62.675857,207.102501,49.813366,44.397555,49.925881,59.677911,41.989653,73.102964,50.334963,51.592749,76.564742,49.547267,49.590475,50.680661,77.409242,89.283897,47.381838,98.682284,96.231317,0.004413,99.685840,99.985987,81.417934,100.000000,100.000000,248.744962
boston_GlimmerMDS.csv,6,3,1,4,5,1,89.677419,51.847766,82.376576,0.258125,0.247906,0.318953,0.471108,1.418236,0.915407,85.066656,165.146616,70.311482,34.276681,37.583873,56.457712,33.455474,42.172506,33.354311,32.412750,82.531890,32.151303,30.843042,30.767071,90.301824,94.775036,29.984303,98.696597,97.447637,0.006422,99.746348,99.988402,60.961744,100.000000,100.000000,116.445049
boston_GlimmerMDS.csv,6,3,2,3,4,1,89.677419,39.601085,76.818623,0.426446,0.309508,0.267463,0.384471,1.383953,0.738327,66.405596,162.105476,53.081455,53.741362,57.616047,44.800015,49.821447,75.128185,47.412715,44.098538,73.508538,41.198234,39.060107,39.837870,78.565203,92.975763,21.428216,100.000000,95.863504,0.010271,99.666411,99.997101,80.165171,100.000000,100.000000,117.132247
boston_GlimmerMDS.csv,6,3,3,4,4,1,89.032258,32.051192,83.827383,0.288594,0.282620,0.275669,0.435961,1.358475,0.919355,76.886006,172.152014,72.883560,23.274222,26.419109,69.538810,23.705702,28.811546,22.079174,22.165819,85.846343,21.645577,20.191568,21.370509,85.050675,95.588245,52.139849,98.696597,97.750536,0.006401,99.791151,99.987823,50.843829,100.000000,100.000000,126.724487
boston_TSNE.csv,6,4,1,5,5,1,90.322581,57.152576,84.601444,1.383031,0.282087,0.287445,0.403230,1.367917,0.858012,95.496742,420.890670,83.475504,62.712518,65.515608,84.596037,60.951594,67.885256,58.662940,56.605998,97.282083,56.263155,55.545401,56.149404,100.000000,100.000000,63.257057,100.000000,100.000000,0.048967,100.000000,100.000000,94.989820,100.000000,100.000000,307.687335
